step,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,obs_25,obs_26,obs_27,obs_28,obs_29,obs_30,obs_31,obs_32,obs_33,obs_34,obs_35,obs_36,obs_37,obs_38,obs_39,obs_40,obs_41,obs_42,obs_43,obs_44,obs_45,obs_46,obs_47,obs_48,obs_49,obs_50,obs_51,obs_52,obs_53,obs_54,obs_55,action_FL_HAA,action_FR_HAA,action_HL_HAA,action_HR_HAA,action_FL_HFE,action_FR_HFE,action_HL_HFE,action_HR_HFE,action_FL_KFE,action_FR_KFE,action_HL_KFE,action_HR_KFE,action_HL_AFE,action_HR_AFE,target_FL_HAA,target_FR_HAA,target_HL_HAA,target_HR_HAA,target_FL_HFE,target_FR_HFE,target_HL_HFE,target_HR_HFE,target_FL_KFE,target_FR_KFE,target_HL_KFE,target_HR_KFE,target_HL_AFE,target_HR_AFE,joint_FL_HAA,joint_FR_HAA,joint_HL_HAA,joint_HR_HAA,joint_FL_HFE,joint_FR_HFE,joint_HL_HFE,joint_HR_HFE,joint_FL_KFE,joint_FR_KFE,joint_HL_KFE,joint_HR_KFE,joint_HL_AFE,joint_HR_AFE
0,-0.06004531681537628,0.23191693425178528,-0.44830521941185,-0.15359333157539368,0.3645845055580139,-0.38934212923049927,5.4232948798471625e-08,-2.4728544545382647e-08,-0.9999999403953552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013081789016723633,0.1772635579109192,0.015390515327453613,0.07614988088607788,0.39975160360336304,0.2875521779060364,-0.29105520248413086,0.6524926424026489,0.17891740798950195,-0.32166242599487305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-0.40390557050704956,-0.2897976040840149,-0.3653501868247986,0.7984082698822021,-0.5455233454704285,0.14059790968894958,0.6137847900390625,0.21294689178466797,1.1801291704177856,0.42990201711654663,-0.6996355652809143,-0.22958911955356598,0.3342191278934479,-0.08729087561368942,-0.20195278525352478,-0.14489880204200745,-0.1826750934123993,0.3992041349411011,0.1374383270740509,0.4804989695549011,-0.39120757579803467,-0.5916265249252319,-0.6815354228019714,-1.0566489696502686,1.326182246208191,1.5612053871154785,-1.5547903776168823,-1.76554536819458,-0.044563040137290955,-0.04829999431967735,-0.056372951716184616,-0.03641583397984505,0.5071977376937866,0.6026342511177063,-0.647932231426239,-0.589672863483429,-1.0006461143493652,-1.0318320989608765,1.458445429801941,2.282874345779419,-1.7467951774597168,-1.9127167463302612
0,0.021697336807847023,0.10219103842973709,-0.07971756905317307,2.7827229499816895,-0.5322210788726807,-0.3883023262023926,-0.005991337820887566,-0.043395426124334335,-0.9990397691726685,-3.902245044708252,1.862411379814148,0.004111260175704956,2.779390573501587,-0.044563040137290955,-0.04829999431967735,-0.056372951716184616,-0.03641583397984505,0.09699773788452148,0.19243425130844116,0.050167739391326904,0.10842710733413696,0.270953893661499,0.2397679090499878,-0.21755456924438477,0.6068743467330933,-0.024895191192626953,-0.1908167600631714,-2.8438241481781006,-2.8126144409179688,-3.3112423419952393,-1.1048403978347778,3.4466333389282227,2.147921323776245,2.5886194705963135,3.4914450645446777,-4.529986381530762,-0.00045680999755859375,2.6969876289367676,-2.1177852153778076,-10.15125560760498,-13.95762825012207,-0.40390557050704956,-0.2897976040840149,-0.3653501868247986,0.7984082698822021,-0.5455233454704285,0.14059790968894958,0.6137847900390625,0.21294689178466797,1.1801291704177856,0.42990201711654663,-0.6996355652809143,-0.22958911955356598,0.3342191278934479,-0.08729087561368942,5.980000019073486,-0.864716112613678,0.2412196546792984,-0.6150246858596802,0.7875511050224304,-0.42227694392204285,-0.8980236649513245,0.5634360313415527,-0.27810460329055786,0.5605195164680481,1.1966878175735474,-1.310015320777893,-0.9303467869758606,0.061425503343343735,0.10278747230768204,-0.432358056306839,0.1206098273396492,-0.3075123429298401,0.3937755525112152,0.1990615278482437,-0.038811832666397095,-0.41638195514678955,-0.8371522426605225,-0.9913402795791626,-0.6732560992240906,1.0209922790527344,1.2108266353607178,-1.6911872625350952,-1.670506238937378,-0.11694927513599396,-0.0940215066075325,-0.10005665570497513,0.010049850679934025,0.51416015625,0.613181471824646,-0.5715910792350769,-0.5428704023361206,-0.966172993183136,-1.0432908535003662,1.432533621788025,2.1750595569610596,-1.9090986251831055,-1.789635419845581
0,-0.02118351310491562,0.08957056701183319,0.1722017079591751,1.5819770097732544,-0.030134476721286774,0.3141460418701172,-0.009656835347414017,-0.08328915387392044,-0.9964786767959595,-3.900865316390991,1.862619161605835,0.002169489860534668,2.778722047805786,-0.11694927513599396,-0.0940215066075325,-0.10005665570497513,0.010049850679934025,0.10396015644073486,0.20298147201538086,0.126508891582489,0.1552295684814453,0.30542701482772827,0.22830915451049805,-0.24346637725830078,0.4990595579147339,-0.18719863891601562,-0.06773543357849121,-4.057580947875977,-1.8901509046554565,-1.5745947360992432,4.229964733123779,-0.8761042356491089,-0.2217879444360733,4.29195499420166,2.730710983276367,0.45265135169029236,0.6339922547340393,-2.7500951290130615,-5.179953098297119,-7.638541221618652,-13.597158432006836,-0.864716112613678,0.2412196546792984,-0.6150246858596802,0.7875511050224304,-0.42227694392204285,-0.8980236649513245,0.5634360313415527,-0.27810460329055786,0.5605195164680481,1.1966878175735474,-1.310015320777893,-0.9303467869758606,0.061425503343343735,0.10278747230768204,5.960000038146973,-0.8425944447517395,0.43712088465690613,-1.1223597526550293,0.4716475307941437,-0.1882006973028183,-0.6230680346488953,0.3738824725151062,-0.02129252254962921,0.591011106967926,1.1582002639770508,-1.1290711164474487,-0.9790712594985962,-0.06932282447814941,0.12608230113983154,-0.42129722237586975,0.21856044232845306,-0.5611798763275146,0.23582376539707184,0.3160996437072754,0.0986659824848175,-0.5111587047576904,-0.7087462544441223,-0.9760944843292236,-0.6924998760223389,1.111464500427246,1.1864643096923828,-1.7565613985061646,-1.6588587760925293,-0.21148623526096344,-0.1265154927968979,-0.1212737187743187,0.0907234326004982,0.4763686954975128,0.5885054469108582,-0.4857407510280609,-0.4891224503517151,-0.9570650458335876,-0.9918601512908936,1.3328315019607544,1.9796160459518433,-1.960980772972107,-1.6964105367660522
0,-0.06262007355690002,0.14487214386463165,0.2600865960121155,0.8074647188186646,-0.13678891956806183,0.6314862966537476,-0.011290693655610085,-0.1055682897567749,-0.9943476319313049,-3.879981517791748,1.901208519935608,-0.002998113865032792,2.7681424617767334,-0.21148623526096344,-0.1265154927968979,-0.1212737187743187,0.0907234326004982,0.06616869568824768,0.17830544710159302,0.212359219789505,0.20897752046585083,0.3145349621772766,0.2797398567199707,-0.3431684970855713,0.3036160469055176,-0.2390807867050171,0.025489449501037598,-3.7240841388702393,-1.3143908977508545,-0.6603914499282837,4.079397678375244,-1.9341241121292114,-1.7594585418701172,4.299006462097168,3.376971483230591,1.4679059982299805,3.7346599102020264,-6.221930027008057,-10.048385620117188,-1.7151018381118774,-13.760612487792969,-0.8425944447517395,0.43712088465690613,-1.1223597526550293,0.4716475307941437,-0.1882006973028183,-0.6230680346488953,0.3738824725151062,-0.02129252254962921,0.591011106967926,1.1582002639770508,-1.1290711164474487,-0.9790712594985962,-0.06932282447814941,0.12608230113983154,5.940000057220459,-0.8108517527580261,0.3389540910720825,-1.1752203702926636,0.4326046109199524,-0.12187984585762024,-0.4448773264884949,0.3247222304344177,0.10682778805494308,0.6276718378067017,0.9989138841629028,-1.0837775468826294,-0.7644513845443726,0.05397066846489906,0.10475631803274155,-0.40542587637901306,0.16947704553604126,-0.5876101851463318,0.2163023054599762,0.3492600917816162,0.1877613365650177,-0.5357388257980347,-0.6446861028671265,-0.9577640891075134,-0.7721430659294128,1.1341111660003662,1.2937743663787842,-1.694914698600769,-1.6695218086242676,-0.2686053514480591,-0.15273894369602203,-0.13344910740852356,0.14234815537929535,0.4408928155899048,0.544497549533844,-0.4294295608997345,-0.4288195073604584,-0.9492375254631042,-0.9034038782119751,1.2384358644485474,1.7528685331344604,-1.9697867631912231,-1.5646755695343018
0,-0.11781434714794159,0.2618294358253479,0.21705052256584167,1.0084705352783203,-0.35002774000167847,0.5819442272186279,-0.01609814539551735,-0.11930543929338455,-0.9927268028259277,-3.8527629375457764,1.9484587907791138,-0.008545994758605957,2.755082368850708,-0.2686053514480591,-0.15273894369602203,-0.13344910740852356,0.14234815537929535,0.03069281578063965,0.13429754972457886,0.2686704099178314,0.26928046345710754,0.32236248254776,0.36819612979888916,-0.4375641345977783,0.07686853408813477,-0.2478867769241333,0.15722441673278809,-3.7506892681121826,-1.7242326736450195,-1.1384291648864746,-1.8441373109817505,-1.8079394102096558,-2.0929477214813232,2.0295963287353516,1.577578067779541,-0.2510446310043335,4.440634250640869,-3.296731472015381,-0.6911582946777344,-0.24055495858192444,-1.5550885200500488,-0.8108517527580261,0.3389540910720825,-1.1752203702926636,0.4326046109199524,-0.12187984585762024,-0.4448773264884949,0.3247222304344177,0.10682778805494308,0.6276718378067017,0.9989138841629028,-1.0837775468826294,-0.7644513845443726,0.05397066846489906,0.10475631803274155,5.920000076293945,-0.8562068343162537,-0.22455604374408722,-0.7615513801574707,0.7250292301177979,-0.042584631592035294,-0.6857262253761292,0.5564266443252563,0.25672078132629395,0.518024742603302,0.9545860886573792,-1.396926999092102,-0.9137009978294373,-0.052529748529195786,0.34251075983047485,-0.42810341715812683,-0.11227802187204361,-0.38077569007873535,0.3625146150588989,0.38890767097473145,0.06733688712120056,-0.41988664865493774,-0.569739580154419,-1.0125876665115356,-0.7943069934844971,0.9775364995002747,1.2191494703292847,-1.7481648921966553,-1.5506446361541748,-0.33934688568115234,-0.1768578439950943,-0.1423238068819046,0.13428688049316406,0.399960994720459,0.4914470911026001,-0.3897205889225006,-0.3971589505672455,-0.9921365976333618,-0.8038172125816345,1.15194571018219,1.7184427976608276,-1.962569236755371,-1.5683139562606812
0,-0.10459096729755402,0.27912282943725586,0.24220597743988037,0.037430260330438614,0.32222574949264526,0.8450676202774048,-0.01611112430691719,-0.12743791937828064,-0.991715669631958,-3.8204407691955566,2.0019476413726807,-0.013906599953770638,2.739877939224243,-0.33934688568115234,-0.1768578439950943,-0.1423238068819046,0.13428688049316406,-0.010239005088806152,0.08124709129333496,0.3083793818950653,0.30094102025032043,0.27946341037750244,0.46778279542922974,-0.5240542888641357,0.04244279861450195,-0.24066925048828125,0.1535860300064087,-3.3533618450164795,-0.8380259275436401,-0.023202665150165558,0.03930901736021042,-2.3082048892974854,-2.6461567878723145,1.7908997535705566,1.4882473945617676,-1.2567107677459717,4.844418525695801,-4.477684020996094,-2.1150872707366943,0.4784150719642639,-1.458654522895813,-0.8562068343162537,-0.22455604374408722,-0.7615513801574707,0.7250292301177979,-0.042584631592035294,-0.6857262253761292,0.5564266443252563,0.25672078132629395,0.518024742603302,0.9545860886573792,-1.396926999092102,-0.9137009978294373,-0.052529748529195786,0.34251075983047485,5.900000095367432,-1.1023186445236206,-0.04701259732246399,-0.6470410823822021,0.7285646200180054,-0.24140092730522156,-0.5788289308547974,0.7486552000045776,0.33953946828842163,0.738978922367096,0.8319023847579956,-1.2264865636825562,-1.0109151601791382,-0.22441892325878143,0.44065895676612854,-0.5511593222618103,-0.023506298661231995,-0.3235205411911011,0.3642823100090027,0.28949952125549316,0.12078553438186646,-0.3237723708152771,-0.5283302068710327,-0.9021105766296387,-0.8556488156318665,1.0627567768096924,1.1705424785614014,-1.8341094255447388,-1.501570463180542,-0.4033326506614685,-0.17715956270694733,-0.12875577807426453,0.1510172337293625,0.33729588985443115,0.43463584780693054,-0.36464065313339233,-0.3769507110118866,-0.9290569424629211,-0.7937263250350952,1.0634064674377441,1.6560008525848389,-1.947054386138916,-1.5509183406829834
0,-0.09847941994667053,0.29056674242019653,0.1594534069299698,-1.0837043523788452,0.8921108245849609,0.8872532248497009,-0.004437826573848724,-0.11417804658412933,-0.9934502840042114,-3.779301643371582,2.069350242614746,-0.018435239791870117,2.720834493637085,-0.4033326506614685,-0.17715956270694733,-0.12875577807426453,0.1510172337293625,-0.07290410995483398,0.024435847997665405,0.3334593176841736,0.3211492598056793,0.3425430655479431,0.47787368297576904,-0.6125935316085815,-0.019999146461486816,-0.22515439987182617,0.17098164558410645,-3.0260965824127197,0.27179062366485596,1.1027686595916748,1.186212182044983,-3.023888111114502,-2.3785953521728516,0.8435242772102356,0.6264767050743103,1.188132643699646,-4.4635725021362305,-4.1730804443359375,-2.7057087421417236,0.889504075050354,-5.134073257446289,-1.1023186445236206,-0.04701259732246399,-0.6470410823822021,0.7285646200180054,-0.24140092730522156,-0.5788289308547974,0.7486552000045776,0.33953946828842163,0.738978922367096,0.8319023847579956,-1.2264865636825562,-1.0109151601791382,-0.22441892325878143,0.44065895676612854,5.880000114440918,-1.170649528503418,0.0765872597694397,-0.9127751588821411,0.5593158602714539,-0.5508716702461243,-0.45286279916763306,0.6148867011070251,0.4913339912891388,0.9457894563674927,0.7247046828269958,-1.169578194618225,-0.9125416874885559,-0.13459961116313934,0.31749090552330017,-0.585324764251709,0.03829362988471985,-0.45638757944107056,0.27965793013572693,0.134764164686203,0.1837686002254486,-0.39065662026405334,-0.4524329900741577,-0.7987052798271179,-0.909247636795044,1.0912108421325684,1.2197291851043701,-1.7891998291015625,-1.5631545782089233,-0.42085596919059753,-0.16461597383022308,-0.12733925879001617,0.16043634712696075,0.31948381662368774,0.36744096875190735,-0.36631935834884644,-0.3556916117668152,-0.9374746084213257,-0.8205973505973816,1.0200365781784058,1.5953962802886963,-1.9156417846679688,-1.543820858001709
0,-0.1287708431482315,0.3048432469367981,0.1857701539993286,-0.14378449320793152,0.6049856543540955,0.7973765730857849,0.0074129290878772736,-0.10542486608028412,-0.9943996667861938,-3.7421088218688965,2.1264543533325195,-0.02279067412018776,2.704301595687866,-0.42085596919059753,-0.16461597383022308,-0.12733925879001617,0.16043634712696075,-0.09071618318557739,-0.04275903105735779,0.3317806124687195,0.34240835905075073,0.3341253995895386,0.45100265741348267,-0.6559634208679199,-0.0806037187576294,-0.1937417984008789,0.17807912826538086,-0.6736941337585449,-0.9007108807563782,-0.45469462871551514,0.15508070588111877,-1.0119059085845947,-3.3071656227111816,-0.7887781858444214,1.4249060153961182,-3.829812526702881,17.039653778076172,-0.8956373929977417,-2.924487590789795,1.9022340774536133,-0.4593752920627594,-1.170649528503418,0.0765872597694397,-0.9127751588821411,0.5593158602714539,-0.5508716702461243,-0.45286279916763306,0.6148867011070251,0.4913339912891388,0.9457894563674927,0.7247046828269958,-1.169578194618225,-0.9125416874885559,-0.13459961116313934,0.31749090552330017,5.860000133514404,-1.2260966300964355,-0.04980407655239105,-0.13412868976593018,0.8635730147361755,-0.2818976938724518,-0.5609692931175232,1.0844414234161377,0.2286742627620697,0.7486631274223328,0.7074106931686401,-1.2169712781906128,-1.1784170866012573,-0.3170134425163269,0.5936897993087769,-0.6130483150482178,-0.024902038276195526,-0.06706434488296509,0.43178650736808777,0.26925116777420044,0.12971535325050354,-0.15587925910949707,-0.5837628245353699,-0.8972684144973755,-0.9178946614265442,1.067514419555664,1.0867915153503418,-1.8804067373275757,-1.4250550270080566,-0.4235208332538605,-0.1492825299501419,-0.11770293116569519,0.17937234044075012,0.30989784002304077,0.32054558396339417,-0.365113765001297,-0.3441368639469147,-0.9583415389060974,-0.8773511052131653,0.985314130783081,1.5324571132659912,-1.897706151008606,-1.5091700553894043
0,-0.102165587246418,0.28966471552848816,0.16094855964183807,-1.3471330404281616,0.7183420658111572,0.7070075273513794,0.019748413935303688,-0.08661581575870514,-0.996045708656311,-3.703808307647705,2.183443069458008,-0.026662351563572884,2.687577486038208,-0.4235208332538605,-0.1492825299501419,-0.11770293116569519,0.17937234044075012,-0.10030215978622437,-0.08965441584587097,0.3329862058162689,0.35396310687065125,0.31325846910476685,0.394248902797699,-0.6906858682632446,-0.14354288578033447,-0.1758061647415161,0.21272993087768555,0.21744060516357422,1.7445939779281616,0.854705810546875,1.3152655363082886,0.2671869993209839,-3.202700614929199,0.4546925127506256,-0.17728403210639954,-2.4002606868743896,-1.1181142330169678,-1.9889745712280273,-2.780036211013794,0.7336066365242004,2.594370126724243,-1.2260966300964355,-0.04980407655239105,-0.13412868976593018,0.8635730147361755,-0.2818976938724518,-0.5609692931175232,1.0844414234161377,0.2286742627620697,0.7486631274223328,0.7074106931686401,-1.2169712781906128,-1.1784170866012573,-0.3170134425163269,0.5936897993087769,5.840000152587891,-1.6326532363891602,0.07360360026359558,-0.293224036693573,0.7883463501930237,-0.9190818667411804,-0.4807667136192322,0.8137933611869812,0.4550922214984894,0.8613368272781372,0.5854210257530212,-0.9997750520706177,-1.2228498458862305,-0.2766391634941101,0.5759257078170776,-0.8163266181945801,0.03680180013179779,-0.1466120183467865,0.39417317509651184,-0.04934093356132507,0.16981664299964905,-0.2912032902240753,-0.4705538749694824,-0.8409315943717957,-0.9788894653320312,1.176112413406372,1.0645750761032104,-1.8602195978164673,-1.4339370727539062,-0.42511212825775146,-0.10745202004909515,-0.11475623399019241,0.20078320801258087,0.29876911640167236,0.2546977996826172,-0.38154712319374084,-0.3396618962287903,-0.972842812538147,-0.9421914219856262,1.0056078433990479,1.4816069602966309,-1.8871732950210571,-1.4665578603744507
0,-0.1398259699344635,0.324815571308136,0.1500120460987091,-0.7519177198410034,0.4114643335342407,0.8791470527648926,0.029273374006152153,-0.06588464975357056,-0.9973976612091064,-3.6631243228912354,2.2410640716552734,-0.030130626633763313,2.6703903675079346,-0.42511212825775146,-0.10745202004909515,-0.11475623399019241,0.20078320801258087,-0.11143088340759277,-0.15550220012664795,0.3165528476238251,0.35843807458877563,0.2987571954727173,0.32940858602523804,-0.6703921556472778,-0.19439303874969482,-0.16527330875396729,0.25534212589263916,-0.46766388416290283,2.130617141723633,-0.3869606554508209,0.8256356120109558,-0.551987886428833,-3.509415626525879,-1.180533766746521,0.4246200919151306,-0.46574652194976807,-1.942989706993103,2.0893168449401855,-2.0976638793945312,0.9201321601867676,1.1221647262573242,-1.6326532363891602,0.07360360026359558,-0.293224036693573,0.7883463501930237,-0.9190818667411804,-0.4807667136192322,0.8137933611869812,0.4550922214984894,0.8613368272781372,0.5854210257530212,-0.9997750520706177,-1.2228498458862305,-0.2766391634941101,0.5759257078170776,5.820000171661377,-1.4644391536712646,0.04595533385872841,-0.3094245195388794,0.7002761363983154,-0.8848673105239868,-0.38433653116226196,0.7921355366706848,0.5085237622261047,0.9629804491996765,0.528099775314331,-0.9590356349945068,-1.2288390398025513,-0.24473936855793,0.4860459268093109,-0.7322195768356323,0.022977666929364204,-0.1547122597694397,0.3501380681991577,-0.03223365545272827,0.21803173422813416,-0.3020322024822235,-0.44383808970451355,-0.7901097536087036,-1.0075501203536987,1.1964821815490723,1.0615804195404053,-1.8442696332931519,-1.478877067565918,-0.4430515170097351,-0.06697214394807816,-0.13473108410835266,0.21098019182682037,0.2699172794818878,0.19240491092205048,-0.4070349931716919,-0.3160651624202728,-0.9453305006027222,-0.9904584884643555,1.061421513557434,1.4389744997024536,-1.8723280429840088,-1.4663525819778442
